ID,Name,Position,Team,Pick,Year,Team PF,Team Yds,Team Tot Yds & TOPly,Team Tot Yds & TOY/P,Team Tot Yds & TOTO,Team FL,Team 1stD,Team PassingCmp,Team PassingAtt,Team PassingYds,Team PassingTD,Team PassingInt,Team PassingNY/A,Team Passing1stD,Team RushingAtt,Team RushingYds,Team RushingTD,Team RushingY/A,Team Rushing1stD,Team PenaltiesPen,Team PenaltiesYds,Team Penalties1stPy,Team #Dr,Team Sc%,Team TO%,Team Average DriveStart,Team Average DriveTime,Team Average DrivePlays,Team Average DriveYds,Team Average DrivePts,Opp. PF,Opp. Yds,Opp. Tot Yds & TOPly,Opp. Tot Yds & TOY/P,Opp. Tot Yds & TOTO,Opp. FL,Opp. 1stD,Opp. PassingCmp,Opp. PassingAtt,Opp. PassingYds,Opp. PassingTD,Opp. PassingInt,Opp. PassingNY/A,Opp. Passing1stD,Opp. RushingAtt,Opp. RushingYds,Opp. RushingTD,Opp. RushingY/A,Opp. Rushing1stD,Opp. PenaltiesPen,Opp. PenaltiesYds,Opp. Penalties1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Average DriveStart,Opp. Average DriveTime,Opp. Average DrivePlays,Opp. Average DriveYds,Opp. Average DrivePts,Off. Rank PF,Off. Rank Yds,Off. Rank Tot Yds & TOTO,Off. Rank FL,Off. Rank 1stD,Off. Rank PassingAtt,Off. Rank PassingYds,Off. Rank PassingTD,Off. Rank PassingInt,Off. Rank PassingNY/A,Off. Rank RushingAtt,Off. Rank RushingYds,Off. Rank RushingTD,Off. Rank RushingY/A,Off. Rank Sc%,Off. Rank TO%,Off. Rank Average DriveStart,Off. Rank Average DriveTime,Off. Rank Average DrivePlays,Off. Rank Average DriveYds,Off. Rank Average DrivePts,Def. Rank PF,Def. Rank Yds,Def. Rank Tot Yds & TOTO,Def. Rank FL,Def. Rank 1stD,Def. Rank PassingAtt,Def. Rank PassingYds,Def. Rank PassingTD,Def. Rank PassingInt,Def. Rank PassingNY/A,Def. Rank RushingAtt,Def. Rank RushingYds,Def. Rank RushingTD,Def. Rank RushingY/A,Def. Rank Sc%,Def. Rank TO%,Def. Rank Average DriveStart,Def. Rank Average DriveTime,Def. Rank Average DrivePlays,Def. Rank Average DriveYds,Def. Rank Average DrivePts
26,Jordyn Brooks,LB,Seahawks,27,2020,405.0,5991.0,1046.0,5.7,20.0,14.0,341.0,341.0,517.0,3791.0,31.0,6.0,6.7,190.0,481.0,2200.0,15.0,4.6,121.0,109.0,882.0,30.0,189.0,36.5,10.6,30.2,2.67,5.68,31.6,2.07,398.0,6106.0,1014.0,6.0,32.0,16.0,346.0,383.0,598.0,4223.0,19.0,16.0,6.7,224.0,388.0,1883.0,22.0,4.9,97.0,96.0,798.0,25.0,179.0,36.9,16.2,26.6,2.63,5.9,34.0,2.02,9.0,8.0,13.0,28.0,11.0,23.0,14.0,4.0,3.0,12.0,3.0,4.0,15.0,10.0,13.0,23.0,5.0,16.0,24.0,13.0,12.0,22.0,26.0,3.0,2.0,26.0,26.0,27.0,5.0,5.0,24.0,7.0,22.0,30.0,28.0,16.0,4.0,6.0,9.0,18.0,24.0,19.0
27,Patrick Queen,LB,Ravens,28,2020,531.0,6521.0,1064.0,6.1,15.0,7.0,386.0,289.0,440.0,3225.0,37.0,8.0,6.9,171.0,596.0,3296.0,21.0,5.5,188.0,109.0,867.0,27.0,166.0,51.8,8.4,29.1,3.35,6.58,39.3,2.95,282.0,4809.0,921.0,5.2,25.0,12.0,276.0,318.0,544.0,3315.0,15.0,13.0,5.7,163.0,340.0,1494.0,12.0,4.4,74.0,97.0,795.0,39.0,166.0,32.5,14.5,27.3,2.45,5.7,28.8,1.63,1.0,2.0,3.0,5.0,1.0,32.0,27.0,1.0,5.0,10.0,1.0,1.0,2.0,1.0,1.0,27.0,9.0,1.0,1.0,2.0,1.0,3.0,4.0,7.0,6.0,2.0,12.0,6.0,2.0,12.0,6.0,1.0,5.0,9.0,21.0,26.0,5.0,9.0,4.0,9.0,9.0,5.0
28,Isaiah Wilson,T,Titans,29,2020,402.0,5805.0,949.0,6.1,17.0,9.0,317.0,297.0,448.0,3582.0,29.0,8.0,7.1,177.0,445.0,2223.0,21.0,5.0,104.0,99.0,932.0,36.0,185.0,31.4,8.6,27.5,2.47,5.23,31.4,2.02,331.0,5752.0,1056.0,5.4,23.0,9.0,335.0,386.0,598.0,4080.0,25.0,14.0,6.4,213.0,415.0,1672.0,14.0,4.0,95.0,125.0,1025.0,27.0,189.0,31.7,11.6,28.0,2.67,5.7,30.4,1.78,10.0,12.0,7.0,15.0,17.0,31.0,21.0,8.0,5.0,7.0,10.0,3.0,2.0,3.0,24.0,28.0,25.0,28.0,29.0,14.0,13.0,12.0,21.0,10.0,14.0,20.0,26.0,24.0,17.0,8.0,19.0,16.0,12.0,17.0,7.0,27.0,16.0,11.0,16.0,12.0,13.0,10.0
29,Noah Igbinoghene,DB,Dolphins,30,2020,306.0,4960.0,1022.0,4.9,26.0,8.0,315.0,371.0,615.0,3804.0,22.0,18.0,5.7,210.0,349.0,1156.0,10.0,3.3,64.0,92.0,769.0,41.0,182.0,30.2,13.7,27.7,2.53,5.78,27.1,1.61,494.0,6364.0,1053.0,6.0,16.0,3.0,361.0,344.0,545.0,4198.0,39.0,13.0,7.4,214.0,485.0,2166.0,15.0,4.5,113.0,111.0,1084.0,34.0,185.0,45.9,8.6,30.5,2.73,5.9,34.2,2.55,25.0,27.0,25.0,11.0,18.0,7.0,12.0,19.0,27.0,26.0,32.0,32.0,24.0,31.0,26.0,9.0,23.0,22.0,19.0,29.0,25.0,32.0,30.0,28.0,31.0,30.0,14.0,26.0,32.0,12.0,32.0,30.0,27.0,21.0,22.0,1.0,28.0,27.0,20.0,20.0,26.0,32.0
30,Jeff Gladney,DB,Vikings,31,2020,407.0,5656.0,970.0,5.8,20.0,12.0,314.0,319.0,466.0,3523.0,26.0,8.0,7.1,171.0,476.0,2133.0,19.0,4.5,106.0,96.0,895.0,37.0,173.0,41.6,10.4,29.6,2.67,5.77,32.6,2.29,303.0,5465.0,1053.0,5.2,31.0,14.0,324.0,394.0,601.0,3737.0,23.0,17.0,5.8,215.0,404.0,1728.0,8.0,4.3,78.0,83.0,713.0,31.0,173.0,34.7,17.3,28.3,2.88,6.3,31.6,1.76,8.0,16.0,13.0,26.0,20.0,30.0,23.0,14.0,5.0,5.0,4.0,6.0,6.0,12.0,6.0,17.0,6.0,18.0,21.0,10.0,6.0,5.0,14.0,4.0,5.0,14.0,28.0,15.0,13.0,3.0,7.0,11.0,13.0,3.0,19.0,21.0,3.0,15.0,27.0,30.0,16.0,7.0
31,Clyde Edwards-Helaire,RB,Chiefs,32,2020,451.0,6067.0,976.0,6.2,15.0,10.0,350.0,378.0,576.0,4498.0,30.0,5.0,7.5,211.0,375.0,1569.0,16.0,4.2,93.0,107.0,1029.0,46.0,164.0,48.8,7.9,28.8,2.87,6.18,37.0,2.59,308.0,5594.0,1043.0,5.4,23.0,7.0,344.0,352.0,582.0,3543.0,21.0,16.0,5.7,190.0,416.0,2051.0,14.0,4.9,115.0,116.0,844.0,39.0,164.0,34.1,13.4,27.0,2.98,6.5,34.0,1.88,5.0,6.0,3.0,19.0,6.0,15.0,5.0,5.0,2.0,2.0,27.0,23.0,13.0,20.0,2.0,29.0,9.0,6.0,6.0,3.0,2.0,7.0,17.0,10.0,24.0,23.0,23.0,8.0,8.0,5.0,5.0,17.0,26.0,17.0,29.0,20.0,8.0,7.0,30.0,32.0,23.0,15.0
32,Kyler Murray,QB,Cardinals,1,2019,225.0,3865.0,902.0,4.3,28.0,10.0,239.0,283.0,495.0,2523.0,15.0,18.0,4.6,137.0,355.0,1342.0,9.0,3.8,76.0,101.0,786.0,26.0,187.0,19.3,15.0,28.0,2.27,4.94,20.6,1.09,425.0,5741.0,1065.0,5.4,16.0,9.0,357.0,342.0,506.0,3262.0,21.0,7.0,5.9,186.0,510.0,2479.0,25.0,4.9,139.0,100.0,790.0,32.0,187.0,38.0,8.6,29.5,2.87,5.9,30.6,2.12,32.0,32.0,27.0,21.0,32.0,29.0,32.0,30.0,28.0,32.0,28.0,32.0,27.0,32.0,32.0,5.0,19.0,32.0,31.0,32.0,32.0,26.0,20.0,28.0,14.0,28.0,6.0,4.0,3.0,29.0,6.0,32.0,32.0,32.0,27.0,13.0,26.0,25.0,28.0,21.0,10.0,22.0
33,Nick Bosa,DE,49ers,2,2019,342.0,5769.0,1003.0,5.8,32.0,12.0,344.0,331.0,532.0,3867.0,26.0,20.0,6.7,201.0,423.0,1902.0,7.0,4.5,98.0,112.0,982.0,45.0,181.0,37.0,17.1,26.2,2.65,5.72,31.8,1.86,435.0,5546.0,1023.0,5.4,7.0,5.0,337.0,344.0,542.0,3732.0,35.0,2.0,6.4,195.0,444.0,1814.0,13.0,4.1,104.0,117.0,1011.0,38.0,181.0,39.8,3.9,30.9,2.7,5.8,30.5,2.25,21.0,16.0,30.0,29.0,12.0,20.0,15.0,17.0,30.0,11.0,11.0,13.0,30.0,12.0,15.0,2.0,30.0,20.0,25.0,16.0,20.0,28.0,13.0,32.0,28.0,23.0,14.0,11.0,31.0,32.0,14.0,25.0,14.0,15.0,7.0,8.0,32.0,30.0,16.0,19.0,9.0,26.0
34,Quinnen Williams,DT,Jets,3,2019,333.0,4787.0,971.0,4.9,30.0,11.0,258.0,299.0,524.0,3165.0,18.0,19.0,5.6,157.0,410.0,1622.0,11.0,4.0,84.0,114.0,948.0,17.0,197.0,32.0,14.7,30.7,2.37,5.15,24.2,1.57,441.0,6086.0,1061.0,5.7,20.0,7.0,343.0,367.0,582.0,4065.0,29.0,13.0,6.5,201.0,440.0,2021.0,16.0,4.6,104.0,95.0,817.0,38.0,202.0,39.1,9.9,30.7,2.47,5.5,30.1,2.08,23.0,29.0,29.0,25.0,30.0,22.0,25.0,26.0,29.0,28.0,16.0,26.0,23.0,29.0,24.0,6.0,4.0,30.0,30.0,31.0,29.0,29.0,25.0,16.0,19.0,24.0,24.0,24.0,19.0,15.0,19.0,22.0,26.0,21.0,19.0,9.0,21.0,29.0,1.0,2.0,8.0,19.0
35,Clelin Ferrell,DE,Raiders,4,2019,290.0,5379.0,995.0,5.4,24.0,14.0,300.0,382.0,556.0,3751.0,19.0,10.0,6.2,197.0,387.0,1628.0,9.0,4.2,86.0,110.0,965.0,17.0,176.0,31.3,13.6,26.8,2.82,5.85,30.5,1.57,467.0,6102.0,973.0,6.3,17.0,3.0,317.0,299.0,480.0,3853.0,36.0,14.0,7.8,178.0,480.0,2249.0,16.0,4.7,108.0,117.0,991.0,31.0,174.0,44.3,9.8,29.9,2.72,5.8,35.1,2.52,28.0,23.0,22.0,31.0,24.0,16.0,18.0,24.0,8.0,19.0,23.0,25.0,27.0,23.0,26.0,8.0,28.0,10.0,17.0,19.0,28.0,32.0,26.0,22.0,32.0,14.0,1.0,19.0,32.0,14.0,32.0,30.0,30.0,21.0,22.0,2.0,23.0,27.0,18.0,17.0,29.0,32.0
36,Devin White,LB,Buccaneers,5,2019,396.0,6648.0,1055.0,6.3,35.0,9.0,388.0,408.0,625.0,5125.0,36.0,26.0,7.7,265.0,389.0,1523.0,11.0,3.9,80.0,117.0,975.0,43.0,184.0,37.0,19.0,26.2,2.65,5.89,36.0,2.15,464.0,6134.0,998.0,6.1,17.0,8.0,356.0,387.0,534.0,4151.0,34.0,9.0,7.3,209.0,426.0,1983.0,19.0,4.7,122.0,127.0,1156.0,25.0,182.0,40.7,8.2,29.0,2.63,5.6,33.7,2.38,12.0,3.0,32.0,15.0,2.0,4.0,1.0,3.0,32.0,2.0,22.0,29.0,23.0,31.0,17.0,1.0,30.0,20.0,14.0,5.0,10.0,31.0,27.0,22.0,16.0,27.0,12.0,26.0,30.0,26.0,30.0,18.0,24.0,29.0,20.0,6.0,28.0,22.0,10.0,7.0,26.0,29.0
37,Daniel Jones,QB,Giants,6,2019,369.0,5697.0,984.0,5.8,19.0,7.0,297.0,382.0,583.0,4047.0,23.0,12.0,6.4,208.0,354.0,1650.0,13.0,4.7,71.0,114.0,951.0,18.0,177.0,38.4,9.6,27.2,2.62,5.79,32.2,1.97,412.0,5942.0,1034.0,5.7,21.0,5.0,346.0,362.0,560.0,4044.0,24.0,16.0,6.9,205.0,444.0,1898.0,18.0,4.3,103.0,110.0,919.0,38.0,181.0,40.9,11.6,28.1,2.78,5.9,32.7,2.18,16.0,17.0,11.0,8.0,25.0,9.0,11.0,21.0,12.0,17.0,29.0,24.0,16.0,10.0,12.0,27.0,26.0,25.0,19.0,15.0,18.0,23.0,24.0,15.0,28.0,25.0,20.0,23.0,13.0,7.0,27.0,25.0,20.0,28.0,11.0,4.0,17.0,12.0,22.0,23.0,22.0,24.0
38,Josh Allen,LB,Jaguars,7,2019,245.0,4832.0,1005.0,4.8,29.0,16.0,277.0,329.0,536.0,3109.0,15.0,13.0,5.3,164.0,416.0,1723.0,7.0,4.1,92.0,121.0,1112.0,21.0,180.0,25.0,15.6,27.0,2.68,5.76,26.9,1.24,316.0,4983.0,970.0,5.1,17.0,6.0,288.0,312.0,499.0,3113.0,17.0,11.0,5.8,162.0,434.0,1870.0,16.0,4.3,89.0,92.0,735.0,37.0,181.0,33.1,8.3,29.5,2.63,5.6,27.5,1.72,31.0,27.0,28.0,32.0,29.0,19.0,26.0,30.0,18.0,30.0,12.0,19.0,30.0,26.0,31.0,3.0,27.0,18.0,24.0,28.0,31.0,4.0,5.0,22.0,25.0,3.0,4.0,2.0,2.0,23.0,5.0,21.0,19.0,21.0,14.0,27.0,27.0,25.0,10.0,5.0,5.0,6.0
39,T.J. Hockenson,TE,Lions,8,2019,324.0,5236.0,1019.0,5.1,19.0,7.0,325.0,375.0,574.0,3576.0,22.0,12.0,5.8,201.0,404.0,1660.0,11.0,4.1,91.0,94.0,852.0,33.0,173.0,35.3,11.0,27.7,2.9,6.13,30.3,1.82,360.0,5360.0,942.0,5.7,14.0,7.0,315.0,323.0,496.0,3599.0,29.0,7.0,6.7,191.0,403.0,1761.0,11.0,4.4,88.0,94.0,886.0,36.0,171.0,34.5,7.0,27.5,2.68,5.7,31.3,1.97,25.0,24.0,11.0,8.0,18.0,11.0,20.0,22.0,12.0,25.0,18.0,23.0,23.0,28.0,21.0,17.0,24.0,5.0,5.0,20.0,21.0,16.0,10.0,31.0,19.0,11.0,3.0,8.0,19.0,29.0,25.0,13.0,10.0,6.0,16.0,21.0,31.0,6.0,14.0,12.0,15.0,17.0
40,Ed Oliver,DT,Bills,9,2019,269.0,4778.0,1008.0,4.7,32.0,9.0,283.0,271.0,499.0,2794.0,13.0,23.0,5.2,137.0,468.0,1984.0,15.0,4.2,108.0,116.0,992.0,38.0,193.0,26.4,15.5,29.7,2.53,5.47,24.6,1.39,374.0,4706.0,968.0,4.9,27.0,11.0,293.0,313.0,492.0,2867.0,22.0,16.0,5.4,157.0,440.0,1839.0,17.0,4.2,111.0,99.0,976.0,25.0,189.0,33.3,14.3,32.6,2.5,5.3,24.8,1.83,30.0,30.0,30.0,15.0,27.0,28.0,31.0,32.0,31.0,31.0,6.0,9.0,11.0,21.0,30.0,4.0,10.0,26.0,28.0,30.0,30.0,18.0,2.0,8.0,7.0,4.0,2.0,1.0,8.0,7.0,3.0,22.0,16.0,25.0,10.0,26.0,9.0,32.0,4.0,1.0,1.0,10.0
41,Devin Bush,LB,Steelers,10,2019,428.0,6453.0,1058.0,6.1,26.0,9.0,378.0,459.0,689.0,5008.0,35.0,17.0,7.0,251.0,345.0,1445.0,16.0,4.2,88.0,111.0,1026.0,39.0,182.0,36.8,14.3,26.0,2.73,5.93,35.5,2.23,360.0,5235.0,987.0,5.3,15.0,7.0,317.0,362.0,566.0,3697.0,27.0,8.0,6.0,200.0,369.0,1538.0,13.0,4.2,84.0,136.0,1170.0,33.0,184.0,33.7,8.2,28.6,2.58,5.5,28.4,1.88,6.0,4.0,26.0,15.0,4.0,1.0,2.0,5.0,26.0,8.0,31.0,31.0,7.0,24.0,18.0,7.0,32.0,14.0,13.0,6.0,9.0,16.0,6.0,29.0,19.0,14.0,21.0,10.0,16.0,28.0,7.0,7.0,6.0,15.0,9.0,25.0,30.0,15.0,6.0,3.0,6.0,14.0
42,Jonah Williams,T,Bengals,11,2019,368.0,4972.0,938.0,5.3,17.0,4.0,304.0,331.0,542.0,3290.0,27.0,13.0,5.7,182.0,359.0,1682.0,13.0,4.7,92.0,114.0,957.0,30.0,166.0,35.5,9.6,29.0,2.65,5.78,29.7,2.03,455.0,6618.0,1084.0,6.1,18.0,6.0,372.0,389.0,584.0,4414.0,32.0,12.0,7.1,221.0,466.0,2204.0,17.0,4.7,125.0,113.0,944.0,26.0,177.0,46.3,10.2,28.8,2.95,6.3,37.4,2.5,17.0,26.0,5.0,1.0,23.0,18.0,24.0,16.0,18.0,27.0,26.0,21.0,16.0,8.0,20.0,26.0,13.0,20.0,20.0,24.0,16.0,30.0,32.0,21.0,25.0,29.0,25.0,32.0,27.0,18.0,29.0,29.0,29.0,25.0,25.0,1.0,20.0,18.0,32.0,31.0,32.0,31.0
43,Rashan Gary,DE,Packers,12,2019,376.0,5905.0,1026.0,5.8,15.0,11.0,332.0,392.0,640.0,4238.0,25.0,4.0,6.1,208.0,333.0,1667.0,14.0,5.0,98.0,108.0,937.0,26.0,178.0,38.8,6.7,27.5,2.7,6.03,33.2,2.04,400.0,5670.0,1017.0,5.6,15.0,8.0,331.0,336.0,527.0,3752.0,30.0,7.0,6.6,199.0,446.0,1918.0,15.0,4.3,100.0,97.0,792.0,32.0,182.0,37.9,8.2,31.3,2.7,5.8,31.0,2.15,14.0,12.0,2.0,25.0,15.0,3.0,9.0,20.0,1.0,21.0,32.0,22.0,15.0,2.0,11.0,31.0,25.0,16.0,10.0,12.0,15.0,22.0,18.0,29.0,16.0,21.0,8.0,12.0,22.0,29.0,21.0,27.0,22.0,20.0,13.0,14.0,28.0,31.0,16.0,18.0,14.0,23.0
44,Christian Wilkins,DT,Dolphins,13,2019,319.0,4638.0,878.0,5.3,23.0,10.0,252.0,292.0,455.0,2900.0,26.0,13.0,5.7,153.0,371.0,1738.0,7.0,4.7,75.0,108.0,978.0,24.0,184.0,28.3,12.5,29.4,2.45,4.92,25.0,1.59,433.0,6257.0,1024.0,6.1,28.0,7.0,350.0,335.0,508.0,3932.0,31.0,21.0,7.3,195.0,485.0,2325.0,17.0,4.8,116.0,107.0,856.0,39.0,183.0,39.9,14.2,28.9,2.85,5.8,34.2,2.27,26.0,31.0,20.0,21.0,31.0,30.0,30.0,17.0,18.0,26.0,25.0,18.0,30.0,9.0,29.0,11.0,12.0,29.0,32.0,29.0,27.0,27.0,29.0,5.0,19.0,26.0,7.0,21.0,25.0,2.0,31.0,31.0,31.0,25.0,26.0,7.0,10.0,19.0,25.0,20.0,28.0,27.0
45,Chris Lindstrom,G,Falcons,14,2019,414.0,6226.0,1010.0,6.2,18.0,11.0,352.0,428.0,617.0,4653.0,36.0,7.0,7.1,238.0,351.0,1573.0,11.0,4.5,84.0,101.0,899.0,30.0,168.0,42.9,10.7,26.3,2.82,6.18,37.0,2.4,423.0,6152.0,1031.0,6.0,19.0,4.0,375.0,398.0,585.0,4153.0,33.0,15.0,6.7,226.0,409.0,1999.0,16.0,4.9,115.0,108.0,1001.0,34.0,171.0,41.5,10.5,27.3,2.88,6.2,36.0,2.39,10.0,6.0,7.0,25.0,10.0,5.0,4.0,3.0,2.0,7.0,30.0,27.0,23.0,13.0,4.0,19.0,29.0,10.0,3.0,2.0,4.0,25.0,28.0,20.0,31.0,30.0,26.0,27.0,29.0,9.0,24.0,14.0,25.0,21.0,28.0,3.0,18.0,5.0,30.0,30.0,30.0,30.0
46,Dwayne Haskins,QB,Redskins,15,2019,281.0,4795.0,967.0,5.0,19.0,4.0,280.0,311.0,509.0,3021.0,16.0,15.0,5.5,156.0,414.0,1774.0,12.0,4.3,96.0,115.0,1008.0,28.0,170.0,31.8,11.2,28.6,2.78,5.87,28.3,1.61,359.0,5654.0,996.0,5.7,26.0,11.0,330.0,362.0,537.0,3794.0,27.0,15.0,6.5,197.0,413.0,1860.0,12.0,4.5,109.0,102.0,791.0,24.0,171.0,35.1,14.6,26.8,2.85,6.0,33.0,1.96,29.0,28.0,11.0,1.0,28.0,26.0,28.0,28.0,22.0,29.0,14.0,17.0,20.0,18.0,25.0,16.0,15.0,12.0,15.0,27.0,26.0,15.0,17.0,10.0,7.0,20.0,13.0,15.0,16.0,9.0,16.0,15.0,17.0,10.0,18.0,20.0,7.0,4.0,25.0,25.0,23.0,16.0
47,Brian Burns,LB,Panthers,16,2019,376.0,5972.0,1011.0,5.9,22.0,6.0,356.0,378.0,563.0,3836.0,28.0,16.0,6.4,212.0,416.0,2136.0,17.0,5.1,117.0,92.0,818.0,27.0,173.0,37.0,12.1,28.2,2.85,5.97,34.5,2.15,382.0,5651.0,948.0,6.0,23.0,10.0,315.0,353.0,529.0,3847.0,32.0,13.0,6.8,185.0,384.0,1804.0,13.0,4.7,110.0,91.0,805.0,20.0,171.0,38.0,12.9,27.6,2.73,5.7,33.0,2.19,14.0,10.0,19.0,4.0,9.0,15.0,16.0,14.0,25.0,16.0,12.0,4.0,6.0,1.0,16.0,13.0,18.0,8.0,12.0,8.0,11.0,19.0,15.0,14.0,12.0,11.0,9.0,18.0,27.0,15.0,26.0,8.0,12.0,15.0,23.0,12.0,14.0,7.0,19.0,15.0,24.0,25.0
48,Dexter Lawrence,DT,Giants,17,2019,369.0,5697.0,984.0,5.8,19.0,7.0,297.0,382.0,583.0,4047.0,23.0,12.0,6.4,208.0,354.0,1650.0,13.0,4.7,71.0,114.0,951.0,18.0,177.0,38.4,9.6,27.2,2.62,5.79,32.2,1.97,412.0,5942.0,1034.0,5.7,21.0,5.0,346.0,362.0,560.0,4044.0,24.0,16.0,6.9,205.0,444.0,1898.0,18.0,4.3,103.0,110.0,919.0,38.0,181.0,40.9,11.6,28.1,2.78,5.9,32.7,2.18,16.0,17.0,11.0,8.0,25.0,9.0,11.0,21.0,12.0,17.0,29.0,24.0,16.0,10.0,12.0,27.0,26.0,25.0,19.0,15.0,18.0,23.0,24.0,15.0,28.0,25.0,20.0,23.0,13.0,7.0,27.0,25.0,20.0,28.0,11.0,4.0,17.0,12.0,22.0,23.0,22.0,24.0
49,Garrett Bradbury,C,Vikings,18,2019,360.0,5529.0,1003.0,5.5,20.0,10.0,310.0,425.0,606.0,4036.0,30.0,10.0,6.2,218.0,357.0,1493.0,9.0,4.2,66.0,92.0,779.0,26.0,188.0,32.4,10.6,30.3,2.52,5.52,29.2,1.8,341.0,4955.0,993.0,5.0,20.0,8.0,303.0,315.0,503.0,3140.0,15.0,12.0,5.7,160.0,440.0,1815.0,13.0,4.1,107.0,106.0,834.0,36.0,181.0,33.7,10.5,28.6,2.75,5.7,27.3,1.63,19.0,20.0,16.0,21.0,22.0,6.0,13.0,10.0,8.0,18.0,27.0,30.0,27.0,25.0,23.0,20.0,7.0,27.0,27.0,25.0,24.0,9.0,4.0,16.0,16.0,7.0,5.0,3.0,1.0,18.0,4.0,22.0,15.0,15.0,8.0,24.0,19.0,15.0,20.0,14.0,4.0,3.0
50,Jeffery Simmons,DT,Titans,19,2019,310.0,5002.0,940.0,5.3,18.0,6.0,289.0,293.0,437.0,2975.0,16.0,12.0,6.1,156.0,456.0,2027.0,15.0,4.4,106.0,82.0,727.0,27.0,166.0,34.9,10.2,27.8,2.87,5.86,30.0,1.82,303.0,5334.0,1001.0,5.3,17.0,6.0,298.0,337.0,533.0,3471.0,21.0,11.0,6.1,182.0,429.0,1863.0,9.0,4.3,98.0,120.0,984.0,18.0,172.0,33.1,9.9,28.9,2.87,6.0,30.9,1.72,27.0,25.0,7.0,4.0,26.0,31.0,29.0,28.0,12.0,20.0,9.0,6.0,11.0,16.0,22.0,22.0,21.0,7.0,16.0,23.0,22.0,3.0,8.0,22.0,25.0,5.0,10.0,6.0,3.0,23.0,8.0,19.0,18.0,4.0,15.0,28.0,22.0,19.0,28.0,26.0,12.0,4.0
51,Noah Fant,TE,Broncos,20,2019,329.0,5602.0,1015.0,5.5,21.0,6.0,320.0,367.0,588.0,3695.0,19.0,15.0,5.9,181.0,393.0,1907.0,18.0,4.9,107.0,125.0,985.0,32.0,186.0,30.6,11.3,27.8,2.5,5.63,30.1,1.72,349.0,5842.0,1022.0,5.7,28.0,11.0,318.0,353.0,549.0,3929.0,26.0,17.0,6.6,197.0,429.0,1913.0,11.0,4.5,85.0,123.0,1006.0,36.0,185.0,34.1,14.1,28.1,2.68,5.7,31.4,1.82,24.0,19.0,18.0,4.0,20.0,8.0,19.0,24.0,22.0,24.0,21.0,12.0,4.0,4.0,28.0,15.0,21.0,28.0,26.0,21.0,25.0,13.0,22.0,5.0,7.0,16.0,19.0,20.0,14.0,5.0,23.0,19.0,21.0,6.0,17.0,22.0,12.0,12.0,14.0,13.0,17.0,9.0
52,Darnell Savage,DB,Packers,21,2019,376.0,5905.0,1026.0,5.8,15.0,11.0,332.0,392.0,640.0,4238.0,25.0,4.0,6.1,208.0,333.0,1667.0,14.0,5.0,98.0,108.0,937.0,26.0,178.0,38.8,6.7,27.5,2.7,6.03,33.2,2.04,400.0,5670.0,1017.0,5.6,15.0,8.0,331.0,336.0,527.0,3752.0,30.0,7.0,6.6,199.0,446.0,1918.0,15.0,4.3,100.0,97.0,792.0,32.0,182.0,37.9,8.2,31.3,2.7,5.8,31.0,2.15,14.0,12.0,2.0,25.0,15.0,3.0,9.0,20.0,1.0,21.0,32.0,22.0,15.0,2.0,11.0,31.0,25.0,16.0,10.0,12.0,15.0,22.0,18.0,29.0,16.0,21.0,8.0,12.0,22.0,29.0,21.0,27.0,22.0,20.0,13.0,14.0,28.0,31.0,16.0,18.0,14.0,23.0
53,Andre Dillard,T,Eagles,22,2019,367.0,5845.0,1037.0,5.6,23.0,12.0,346.0,422.0,599.0,4275.0,29.0,11.0,6.7,221.0,398.0,1570.0,12.0,3.9,94.0,100.0,852.0,31.0,176.0,38.1,12.5,28.4,2.97,6.09,33.2,2.07,348.0,5859.0,1002.0,5.8,17.0,7.0,308.0,417.0,626.0,4308.0,22.0,10.0,6.4,215.0,332.0,1551.0,14.0,4.7,71.0,115.0,995.0,22.0,176.0,38.6,9.1,27.6,2.58,5.9,33.1,1.98,18.0,14.0,20.0,29.0,11.0,7.0,7.0,11.0,10.0,10.0,20.0,28.0,20.0,30.0,13.0,11.0,17.0,3.0,6.0,13.0,12.0,12.0,23.0,22.0,19.0,8.0,30.0,30.0,8.0,25.0,13.0,1.0,7.0,19.0,21.0,10.0,25.0,7.0,6.0,22.0,25.0,18.0
54,Tytus Howard,T,Texans,23,2019,402.0,5802.0,1040.0,5.6,16.0,7.0,333.0,345.0,506.0,3781.0,26.0,9.0,6.7,202.0,472.0,2021.0,12.0,4.3,94.0,105.0,787.0,37.0,186.0,40.3,8.1,31.3,2.65,5.84,31.1,2.03,316.0,5490.0,1022.0,5.4,29.0,14.0,298.0,385.0,594.0,4167.0,28.0,15.0,6.5,200.0,385.0,1323.0,8.0,3.4,76.0,117.0,945.0,22.0,187.0,31.6,13.9,25.5,2.6,5.6,29.4,1.72,11.0,15.0,3.0,8.0,14.0,27.0,17.0,17.0,6.0,12.0,4.0,8.0,20.0,19.0,9.0,30.0,2.0,20.0,18.0,18.0,17.0,4.0,12.0,4.0,1.0,5.0,27.0,28.0,18.0,9.0,18.0,9.0,3.0,3.0,1.0,30.0,13.0,1.0,8.0,10.0,7.0,5.0
