Position Drafted,Team,Draft Year,Pick Number,Team PF,Team Yds,Team Ply,Team Y/P,Team TO,Team FL,Team 1stD,Team Cmp,Team Att,Team Yds,Team TD,Team Int,Team NY/A,Team 1stD,Team Att,Team Yds,Team TD,Team Y/A,Team 1stD,Team Pen,Team Yds,Team 1stPy,Team #Dr,Team Sc%,Team TO%,Team Start,Team Time,Team Plays,Team Yds,Team Pts,Opp. PF,Opp. Yds,Opp. Ply,Opp. Y/P,Opp. TO,Opp. FL,Opp. 1stD,Opp. Cmp,Opp. Att,Opp. Yds,Opp. TD,Opp. Int,Opp. NY/A,Opp. 1stD,Opp. Att,Opp. Yds,Opp. TD,Opp. Y/A,Opp. 1stD,Opp. Pen,Opp. Yds,Opp. 1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Start,Opp. Time,Opp. Plays,Opp. Yds,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank Ply,Off. Rank Y/P,Off. Rank TO,Off. Rank FL,Off. Rank 1stD,Off. Rank Cmp,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Y/A,Off. Rank 1stD,Off. Rank Pen,Off. Rank Yds,Off. Rank 1stPy,Off. Rank #Dr,Off. Rank Sc%,Off. Rank TO%,Off. Rank Start,Off. Rank Time,Off. Rank Plays,Off. Rank Yds,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank Ply,Def. Rank Y/P,Def. Rank TO,Def. Rank FL,Def. Rank 1stD,Def. Rank Cmp,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank 1stD,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Y/A,Def. Rank 1stD,Def. Rank Pen,Def. Rank Yds,Def. Rank 1stPy,Def. Rank #Dr,Def. Rank Sc%,Def. Rank TO%,Def. Rank Start,Def. Rank Time,Def. Rank Plays,Def. Rank Yds,Def. Rank Pts
 G,Giants,2015,9,380.0,5875.0,1086.0,5.4,28.0,14.0,336.0,383.0,607.0,4272.0,30.0,14.0,6.7,218.0,449.0,1603.0,13.0,3.6,83.0,101.0,896.0,35.0,193.0,34.7,12.4,Own 28.2,2:33,5.76,30.3,1.93,400.0,6012.0,1007.0,6.0,26.0,9.0,326.0,324.0,522.0,3850.0,25.0,17.0,6.8,187.0,438.0,2162.0,15.0,4.9,112.0,105.0,948.0,27.0,195.0,35.4,12.8,Own 28.5,2:24,5.3,30.8,1.88,13.0,10.0,,,25.0,29.0,12.0,,9.0,7.0,9.0,15.0,9.0,,10.0,23.0,12.0,30.0,,,,,,15.0,15.0,14.0,21.0,16.0,16.0,13.0,22.0,29.0,,,10.0,18.0,21.0,,3.0,18.0,15.0,11.0,24.0,,19.0,30.0,24.0,32.0,,,,,,13.0,15.0,23.0,3.0,2.0,20.0,20.0
RB,Rams,2015,10,324.0,5035.0,957.0,5.3,27.0,11.0,288.0,327.0,515.0,3400.0,20.0,16.0,6.0,189.0,395.0,1635.0,11.0,4.1,79.0,123.0,1139.0,20.0,186.0,29.6,14.0,Own 28.0,2:31,5.31,26.9,1.55,354.0,5626.0,1005.0,5.6,25.0,12.0,301.0,368.0,540.0,3861.0,18.0,13.0,6.7,189.0,425.0,1765.0,12.0,4.2,83.0,105.0,882.0,29.0,182.0,30.2,13.2,Own 25.6,2:42,5.7,30.8,1.57,21.0,28.0,,,24.0,19.0,26.0,,23.0,23.0,22.0,19.0,21.0,,26.0,20.0,17.0,17.0,,,,,,26.0,7.0,15.0,23.0,29.0,26.0,25.0,16.0,17.0,,,14.0,6.0,4.0,,9.0,19.0,3.0,18.0,22.0,,17.0,14.0,17.0,15.0,,,,,,26.0,12.0,3.0,22.0,15.0,21.0,7.0
DB,Vikings,2015,11,325.0,5048.0,981.0,5.1,20.0,2.0,288.0,322.0,517.0,3244.0,17.0,18.0,5.7,171.0,413.0,1804.0,12.0,4.4,90.0,100.0,836.0,27.0,176.0,31.8,10.8,Own 27.3,2:37,5.77,28.5,1.64,343.0,5515.0,1025.0,5.4,19.0,6.0,321.0,353.0,534.0,3572.0,26.0,13.0,6.2,189.0,450.0,1943.0,10.0,4.3,100.0,112.0,938.0,32.0,179.0,34.1,10.1,Own 28.2,2:49,5.9,30.6,1.83,20.0,27.0,,,6.0,1.0,26.0,,22.0,28.0,29.0,26.0,27.0,,18.0,14.0,14.0,11.0,,,,,,21.0,23.0,20.0,16.0,15.0,22.0,21.0,11.0,14.0,,,25.0,27.0,19.0,,5.0,7.0,17.0,18.0,14.0,,24.0,25.0,11.0,24.0,,,,,,14.0,24.0,21.0,29.0,22.0,18.0,16.0
DT,Browns,2015,12,299.0,5193.0,1010.0,5.1,23.0,7.0,294.0,274.0,502.0,3465.0,12.0,16.0,6.5,179.0,477.0,1728.0,17.0,3.6,88.0,116.0,932.0,27.0,193.0,28.0,10.9,Own 26.8,2:20,5.4,26.8,1.44,337.0,5857.0,1118.0,5.2,29.0,8.0,348.0,335.0,587.0,3592.0,22.0,21.0,5.8,184.0,500.0,2265.0,13.0,4.5,126.0,98.0,769.0,38.0,198.0,32.3,13.6,Own 27.5,2:34,5.8,29.3,1.68,27.0,23.0,,,13.0,6.0,24.0,,26.0,20.0,32.0,19.0,16.0,,6.0,17.0,4.0,28.0,,,,,,27.0,22.0,22.0,28.0,25.0,27.0,28.0,9.0,23.0,,,4.0,21.0,29.0,,26.0,8.0,6.0,2.0,5.0,,31.0,32.0,19.0,28.0,,,,,,21.0,9.0,14.0,10.0,20.0,11.0,11.0
 T,Saints,2015,13,401.0,6582.0,1095.0,6.0,30.0,13.0,395.0,456.0,659.0,4764.0,33.0,17.0,6.9,258.0,406.0,1818.0,16.0,4.5,101.0,80.0,670.0,36.0,174.0,39.1,16.7,Own 25.5,2:49,6.42,37.7,2.3,424.0,6144.0,1022.0,6.0,17.0,5.0,345.0,341.0,546.0,4019.0,26.0,12.0,6.9,205.0,442.0,2125.0,17.0,4.8,111.0,105.0,889.0,29.0,171.0,43.3,9.9,Own 26.1,2:51,6.2,35.8,2.3,9.0,1.0,,,28.0,25.0,1.0,,2.0,3.0,6.0,24.0,6.0,,19.0,13.0,5.0,9.0,,,,,,9.0,3.0,30.0,9.0,1.0,1.0,5.0,28.0,31.0,,,28.0,30.0,28.0,,15.0,25.0,17.0,21.0,28.0,,22.0,29.0,28.0,31.0,,,,,,2.0,25.0,7.0,30.0,31.0,31.0,31.0
WR,Dolphins,2015,14,388.0,5601.0,1040.0,5.4,23.0,11.0,361.0,394.0,595.0,3729.0,27.0,12.0,5.8,226.0,399.0,1872.0,12.0,4.7,99.0,81.0,635.0,36.0,181.0,37.6,10.5,Own 31.1,2:40,5.95,30.9,1.99,373.0,5494.0,1029.0,5.3,25.0,11.0,309.0,338.0,537.0,3557.0,27.0,14.0,6.2,194.0,453.0,1937.0,13.0,4.3,99.0,105.0,920.0,16.0,180.0,36.7,13.3,Own 29.5,2:39,5.9,30.3,1.99,11.0,14.0,,,13.0,19.0,4.0,,12.0,17.0,12.0,8.0,26.0,,22.0,12.0,14.0,2.0,,,,,,11.0,24.0,1.0,13.0,9.0,14.0,11.0,20.0,12.0,,,14.0,10.0,9.0,,6.0,6.0,20.0,14.0,11.0,,26.0,24.0,19.0,21.0,,,,,,10.0,11.0,26.0,18.0,23.0,16.0,23.0
RB,Chargers,2015,15,348.0,5465.0,1009.0,5.4,23.0,5.0,326.0,380.0,574.0,4098.0,31.0,18.0,6.7,214.0,398.0,1367.0,6.0,3.4,75.0,111.0,967.0,37.0,174.0,33.9,12.6,Own 26.4,2:51,5.95,31.3,1.87,348.0,5413.0,988.0,5.5,18.0,11.0,307.0,320.0,524.0,3427.0,24.0,7.0,6.2,168.0,438.0,1986.0,11.0,4.5,98.0,129.0,1067.0,41.0,179.0,35.8,9.5,Own 28.5,2:37,5.7,30.2,1.88,17.0,18.0,,,13.0,3.0,15.0,,14.0,10.0,8.0,26.0,8.0,,23.0,30.0,29.0,31.0,,,,,,17.0,13.0,25.0,6.0,10.0,11.0,15.0,13.0,9.0,,,27.0,10.0,6.0,,4.0,4.0,12.0,28.0,15.0,,19.0,26.0,14.0,29.0,,,,,,12.0,27.0,23.0,16.0,16.0,14.0,19.0
DB,Texans,2015,16,372.0,5513.0,1062.0,5.2,22.0,9.0,313.0,295.0,485.0,3352.0,22.0,13.0,6.6,171.0,551.0,2161.0,12.0,3.9,108.0,94.0,834.0,34.0,194.0,33.0,11.3,Own 27.7,2:34,5.65,28.2,1.69,307.0,5571.0,1077.0,5.2,34.0,14.0,329.0,363.0,619.0,3890.0,28.0,20.0,5.9,206.0,420.0,1681.0,6.0,4.0,89.0,99.0,786.0,34.0,199.0,26.6,16.1,Own 27.6,2:22,5.5,27.8,1.48,14.0,17.0,,,11.0,13.0,18.0,,30.0,24.0,17.0,13.0,13.0,,1.0,5.0,14.0,23.0,,,,,,18.0,20.0,18.0,19.0,21.0,24.0,19.0,7.0,16.0,,,1.0,2.0,22.0,,31.0,21.0,22.0,3.0,7.0,,13.0,10.0,2.0,10.0,,,,,,32.0,3.0,17.0,2.0,9.0,6.0,3.0
DT,49ers,2015,17,306.0,5239.0,1009.0,5.2,22.0,12.0,303.0,292.0,487.0,3063.0,20.0,10.0,5.7,165.0,470.0,2176.0,10.0,4.6,104.0,116.0,937.0,34.0,178.0,30.9,11.8,Own 27.8,2:51,5.84,29.4,1.6,340.0,5143.0,989.0,5.2,29.0,6.0,308.0,324.0,551.0,3531.0,29.0,23.0,6.0,188.0,402.0,1612.0,7.0,4.0,83.0,122.0,909.0,37.0,175.0,32.0,16.6,Own 25.8,2:40,5.8,29.3,1.78,25.0,20.0,,,11.0,24.0,22.0,,29.0,30.0,22.0,5.0,28.0,,9.0,4.0,21.0,4.0,,,,,,24.0,17.0,16.0,6.0,12.0,18.0,22.0,10.0,5.0,,,4.0,27.0,8.0,,17.0,5.0,25.0,1.0,9.0,,10.0,7.0,4.0,11.0,,,,,,22.0,2.0,5.0,20.0,18.0,10.0,15.0
DB,Chiefs,2015,18,353.0,5100.0,962.0,5.3,17.0,11.0,309.0,320.0,493.0,3182.0,18.0,6.0,5.9,184.0,420.0,1918.0,18.0,4.6,92.0,88.0,681.0,33.0,173.0,35.8,9.2,Own 29.3,2:46,5.73,29.4,1.93,281.0,5288.0,1024.0,5.2,14.0,8.0,310.0,318.0,545.0,3252.0,22.0,6.0,5.5,184.0,433.0,2036.0,4.0,4.7,108.0,107.0,851.0,18.0,178.0,32.6,6.7,Own 27.7,2:42,6.0,29.7,1.56,16.0,25.0,,,4.0,19.0,21.0,,28.0,29.0,27.0,1.0,23.0,,16.0,10.0,3.0,5.0,,,,,,13.0,29.0,8.0,10.0,17.0,19.0,14.0,2.0,7.0,,,30.0,21.0,12.0,,13.0,2.0,6.0,30.0,4.0,,18.0,28.0,1.0,30.0,,,,,,19.0,30.0,19.0,22.0,27.0,12.0,6.0
 C,Browns,2015,19,299.0,5193.0,1010.0,5.1,23.0,7.0,294.0,274.0,502.0,3465.0,12.0,16.0,6.5,179.0,477.0,1728.0,17.0,3.6,88.0,116.0,932.0,27.0,193.0,28.0,10.9,Own 26.8,2:20,5.4,26.8,1.44,337.0,5857.0,1118.0,5.2,29.0,8.0,348.0,335.0,587.0,3592.0,22.0,21.0,5.8,184.0,500.0,2265.0,13.0,4.5,126.0,98.0,769.0,38.0,198.0,32.3,13.6,Own 27.5,2:34,5.8,29.3,1.68,27.0,23.0,,,13.0,6.0,24.0,,26.0,20.0,32.0,19.0,16.0,,6.0,17.0,4.0,28.0,,,,,,27.0,22.0,22.0,28.0,25.0,27.0,28.0,9.0,23.0,,,4.0,21.0,29.0,,26.0,8.0,6.0,2.0,5.0,,31.0,32.0,19.0,28.0,,,,,,21.0,9.0,14.0,10.0,20.0,11.0,11.0
WR,Eagles,2015,20,474.0,6348.0,1127.0,5.6,36.0,15.0,356.0,384.0,621.0,4356.0,27.0,21.0,6.7,218.0,474.0,1992.0,16.0,4.2,109.0,115.0,995.0,29.0,203.0,36.9,17.2,Own 30.0,2:06,5.73,31.1,1.96,400.0,6009.0,1113.0,5.4,28.0,16.0,338.0,345.0,591.0,4238.0,30.0,12.0,6.6,211.0,473.0,1771.0,14.0,3.7,88.0,121.0,1089.0,39.0,212.0,31.1,12.7,Own 26.4,2:31,5.4,28.2,1.76,3.0,5.0,,,32.0,31.0,7.0,,5.0,6.0,12.0,32.0,11.0,,7.0,9.0,5.0,15.0,,,,,,12.0,1.0,6.0,32.0,18.0,12.0,12.0,22.0,28.0,,,6.0,1.0,26.0,,27.0,31.0,28.0,21.0,20.0,,28.0,15.0,21.0,5.0,,,,,,25.0,17.0,10.0,8.0,4.0,7.0,14.0
 T,Bengals,2015,21,365.0,5568.0,1018.0,5.5,26.0,9.0,313.0,323.0,503.0,3421.0,20.0,17.0,6.5,164.0,492.0,2147.0,19.0,4.4,122.0,102.0,812.0,27.0,191.0,34.0,13.1,Own 30.3,2:33,5.5,29.1,1.84,344.0,5749.0,1067.0,5.4,26.0,6.0,337.0,365.0,608.0,3888.0,18.0,20.0,6.2,197.0,439.0,1861.0,16.0,4.2,105.0,105.0,876.0,35.0,184.0,32.6,13.6,Own 26.2,2:39,6.0,31.1,1.72,15.0,15.0,,,21.0,13.0,18.0,,25.0,21.0,22.0,24.0,15.0,,5.0,6.0,2.0,12.0,,,,,,16.0,10.0,4.0,21.0,24.0,20.0,16.0,12.0,22.0,,,10.0,27.0,25.0,,30.0,20.0,3.0,3.0,13.0,,21.0,20.0,27.0,18.0,,,,,,18.0,10.0,9.0,18.0,28.0,22.0,12.0
LB,Steelers,2015,22,436.0,6577.0,1068.0,6.2,21.0,11.0,379.0,411.0,612.0,4825.0,33.0,10.0,7.5,243.0,423.0,1752.0,10.0,4.1,98.0,103.0,834.0,38.0,174.0,41.4,11.5,Own 25.7,2:59,6.32,37.5,2.23,368.0,5654.0,944.0,6.0,21.0,10.0,314.0,350.0,543.0,4049.0,30.0,11.0,7.0,193.0,368.0,1605.0,9.0,4.4,88.0,97.0,835.0,33.0,174.0,39.7,11.5,Own 27.5,2:32,5.6,32.4,2.09,7.0,2.0,,,10.0,19.0,2.0,,6.0,2.0,6.0,5.0,2.0,,15.0,16.0,21.0,16.0,,,,,,4.0,19.0,28.0,1.0,2.0,2.0,6.0,18.0,18.0,,,23.0,16.0,16.0,,11.0,27.0,28.0,25.0,29.0,,3.0,6.0,8.0,25.0,,,,,,5.0,23.0,14.0,9.0,14.0,29.0,25.0
DE,Broncos,2015,23,482.0,6446.0,1067.0,6.0,20.0,5.0,360.0,399.0,607.0,4661.0,40.0,15.0,7.5,227.0,443.0,1785.0,15.0,4.0,98.0,120.0,1045.0,35.0,198.0,39.9,9.6,Own 28.9,2:29,5.54,32.6,2.31,354.0,4883.0,1031.0,4.7,25.0,7.0,311.0,399.0,641.0,3607.0,29.0,18.0,5.3,219.0,349.0,1276.0,9.0,3.7,60.0,103.0,816.0,32.0,195.0,31.3,11.8,Own 28.3,2:26,5.4,24.9,1.72,2.0,4.0,,,6.0,3.0,6.0,,9.0,4.0,2.0,16.0,4.0,,12.0,15.0,9.0,20.0,,,,,,6.0,26.0,9.0,24.0,23.0,7.0,4.0,16.0,3.0,,,14.0,23.0,14.0,,32.0,9.0,25.0,7.0,1.0,,1.0,2.0,8.0,4.0,,,,,,24.0,21.0,22.0,4.0,5.0,1.0,13.0
 T,Cardinals,2015,24,310.0,5116.0,993.0,5.2,17.0,5.0,302.0,320.0,568.0,3808.0,21.0,12.0,6.4,191.0,397.0,1308.0,6.0,3.3,67.0,91.0,707.0,44.0,181.0,30.9,9.4,Own 26.9,2:38,5.67,28.3,1.52,299.0,5891.0,1010.0,5.8,25.0,7.0,300.0,365.0,579.0,4152.0,22.0,18.0,6.8,195.0,396.0,1739.0,9.0,4.4,77.0,130.0,1192.0,28.0,188.0,29.8,12.8,Own 26.0,2:34,5.5,31.3,1.55,24.0,24.0,,,4.0,3.0,23.0,,15.0,14.0,20.0,8.0,18.0,,24.0,31.0,29.0,32.0,,,,,,23.0,28.0,21.0,15.0,20.0,23.0,27.0,5.0,24.0,,,14.0,23.0,2.0,,25.0,29.0,6.0,7.0,23.0,,8.0,13.0,8.0,26.0,,,,,,27.0,16.0,6.0,10.0,11.0,25.0,5.0
LB,Panthers,2015,25,339.0,5547.0,1060.0,5.2,23.0,11.0,347.0,327.0,545.0,3511.0,23.0,12.0,6.0,199.0,473.0,2036.0,10.0,4.3,117.0,83.0,756.0,31.0,178.0,34.8,11.8,Own 27.7,2:54,6.15,31.0,1.79,374.0,5437.0,999.0,5.4,26.0,12.0,309.0,364.0,562.0,3645.0,25.0,14.0,6.1,193.0,397.0,1792.0,14.0,4.5,91.0,97.0,760.0,25.0,179.0,34.1,14.0,Own 27.6,2:34,5.7,30.3,1.89,19.0,16.0,,,13.0,19.0,9.0,,19.0,19.0,15.0,8.0,22.0,,8.0,7.0,21.0,13.0,,,,,,14.0,17.0,18.0,4.0,3.0,13.0,17.0,21.0,10.0,,,10.0,6.0,9.0,,20.0,11.0,15.0,14.0,10.0,,9.0,16.0,21.0,27.0,,,,,,14.0,8.0,17.0,10.0,17.0,17.0,21.0
WR,Ravens,2015,26,409.0,5838.0,1021.0,5.7,20.0,8.0,345.0,344.0,554.0,3819.0,27.0,12.0,6.7,194.0,448.0,2019.0,16.0,4.5,113.0,111.0,870.0,38.0,182.0,39.6,9.9,Own 28.7,2:36,5.8,32.0,2.13,302.0,5391.0,1034.0,5.2,22.0,11.0,311.0,382.0,595.0,3979.0,22.0,11.0,6.2,205.0,390.0,1412.0,8.0,3.6,75.0,110.0,1007.0,31.0,180.0,33.3,11.7,Own 27.3,2:42,5.9,29.8,1.67,8.0,12.0,,,6.0,9.0,10.0,,17.0,13.0,12.0,8.0,12.0,,11.0,8.0,5.0,7.0,,,,,,7.0,25.0,11.0,18.0,14.0,9.0,8.0,6.0,8.0,,,22.0,10.0,14.0,,29.0,23.0,6.0,25.0,12.0,,5.0,4.0,5.0,3.0,,,,,,16.0,22.0,13.0,22.0,25.0,13.0,9.0
DB,Cowboys,2015,27,467.0,6138.0,1014.0,6.1,25.0,14.0,342.0,328.0,476.0,3784.0,37.0,11.0,7.5,205.0,508.0,2354.0,16.0,4.6,106.0,105.0,839.0,31.0,179.0,43.6,12.8,Own 28.9,2:56,5.83,34.1,2.49,352.0,5681.0,978.0,5.8,31.0,13.0,315.0,371.0,558.0,4031.0,22.0,18.0,6.9,195.0,392.0,1650.0,18.0,4.2,86.0,104.0,861.0,34.0,179.0,31.3,16.8,Own 26.9,2:30,5.6,31.7,1.83,5.0,7.0,,,20.0,29.0,11.0,,31.0,16.0,4.0,7.0,3.0,,3.0,2.0,5.0,3.0,,,,,,3.0,11.0,9.0,3.0,13.0,6.0,2.0,15.0,19.0,,,2.0,5.0,17.0,,18.0,26.0,6.0,7.0,27.0,,6.0,8.0,31.0,17.0,,,,,,23.0,1.0,11.0,7.0,13.0,27.0,17.0
 G,Lions,2015,28,321.0,5452.0,1045.0,5.2,20.0,8.0,310.0,365.0,604.0,4030.0,22.0,12.0,6.2,210.0,396.0,1422.0,11.0,3.6,72.0,118.0,989.0,28.0,179.0,32.4,9.5,Own 29.9,2:50,6.05,30.4,1.71,282.0,4815.0,984.0,4.9,27.0,7.0,310.0,383.0,592.0,3706.0,23.0,20.0,5.8,209.0,350.0,1109.0,8.0,3.2,59.0,99.0,849.0,42.0,182.0,26.9,14.3,Own 26.1,2:29,5.5,26.3,1.49,22.0,19.0,,,6.0,9.0,20.0,,11.0,12.0,17.0,8.0,19.0,,25.0,28.0,17.0,29.0,,,,,,20.0,27.0,7.0,8.0,7.0,15.0,18.0,3.0,2.0,,,8.0,23.0,12.0,,28.0,13.0,11.0,3.0,6.0,,2.0,1.0,5.0,1.0,,,,,,30.0,5.0,7.0,6.0,10.0,4.0,4.0
WR,Colts,2015,29,458.0,6506.0,1105.0,5.9,31.0,15.0,371.0,410.0,661.0,4894.0,42.0,16.0,7.1,251.0,415.0,1612.0,9.0,3.9,80.0,105.0,848.0,40.0,205.0,39.5,14.6,Own 28.7,2:29,5.54,31.6,2.18,369.0,5483.0,1007.0,5.4,26.0,14.0,309.0,320.0,543.0,3669.0,27.0,12.0,6.3,175.0,423.0,1814.0,14.0,4.3,103.0,101.0,866.0,31.0,199.0,28.1,12.6,Own 25.5,2:16,5.2,27.5,1.67,6.0,3.0,,,29.0,31.0,3.0,,1.0,1.0,1.0,19.0,5.0,,17.0,22.0,24.0,25.0,,,,,,8.0,6.0,11.0,24.0,22.0,10.0,7.0,19.0,11.0,,,10.0,2.0,9.0,,11.0,12.0,20.0,21.0,17.0,,16.0,18.0,21.0,23.0,,,,,,29.0,18.0,1.0,1.0,1.0,5.0,10.0
DB,Packers,2015,30,486.0,6178.0,1001.0,6.2,13.0,7.0,356.0,349.0,536.0,4261.0,38.0,6.0,7.5,222.0,435.0,1917.0,14.0,4.4,104.0,92.0,775.0,30.0,169.0,46.7,7.1,Own 28.5,2:53,6.12,36.5,2.63,348.0,5542.0,1054.0,5.3,27.0,9.0,339.0,333.0,564.0,3623.0,26.0,18.0,6.0,196.0,449.0,1919.0,11.0,4.3,116.0,104.0,945.0,27.0,175.0,33.1,14.9,Own 27.5,2:42,6.2,31.6,1.84,1.0,6.0,,,1.0,6.0,7.0,,20.0,8.0,3.0,1.0,1.0,,14.0,11.0,11.0,10.0,,,,,,1.0,31.0,13.0,5.0,5.0,3.0,1.0,13.0,15.0,,,8.0,18.0,27.0,,22.0,10.0,17.0,7.0,8.0,,23.0,23.0,14.0,20.0,,,,,,17.0,4.0,14.0,22.0,30.0,26.0,18.0
LB,Saints,2015,31,401.0,6582.0,1095.0,6.0,30.0,13.0,395.0,456.0,659.0,4764.0,33.0,17.0,6.9,258.0,406.0,1818.0,16.0,4.5,101.0,80.0,670.0,36.0,174.0,39.1,16.7,Own 25.5,2:49,6.42,37.7,2.3,424.0,6144.0,1022.0,6.0,17.0,5.0,345.0,341.0,546.0,4019.0,26.0,12.0,6.9,205.0,442.0,2125.0,17.0,4.8,111.0,105.0,889.0,29.0,171.0,43.3,9.9,Own 26.1,2:51,6.2,35.8,2.3,9.0,1.0,,,28.0,25.0,1.0,,2.0,3.0,6.0,24.0,6.0,,19.0,13.0,5.0,9.0,,,,,,9.0,3.0,30.0,9.0,1.0,1.0,5.0,28.0,31.0,,,28.0,30.0,28.0,,15.0,25.0,17.0,21.0,28.0,,22.0,29.0,28.0,31.0,,,,,,2.0,25.0,7.0,30.0,31.0,31.0,31.0
DT,Patriots,2015,32,468.0,5848.0,1073.0,5.5,13.0,4.0,361.0,392.0,609.0,4121.0,34.0,9.0,6.5,228.0,438.0,1727.0,13.0,3.9,96.0,120.0,1080.0,37.0,181.0,45.3,7.2,Own 30.6,2:37,6.13,32.3,2.4,313.0,5506.0,1033.0,5.3,25.0,9.0,329.0,342.0,574.0,3837.0,24.0,16.0,6.2,196.0,419.0,1669.0,6.0,4.0,88.0,92.0,752.0,45.0,182.0,32.4,13.2,Own 25.5,2:40,5.9,30.2,1.63,4.0,11.0,,,1.0,2.0,4.0,,7.0,9.0,5.0,4.0,17.0,,13.0,18.0,12.0,22.0,,,,,,2.0,30.0,2.0,16.0,4.0,8.0,3.0,8.0,13.0,,,14.0,18.0,22.0,,24.0,17.0,12.0,12.0,16.0,,12.0,9.0,2.0,9.0,,,,,,20.0,12.0,1.0,20.0,21.0,15.0,8.0
DE,Texans,2014,1,276.0,5556.0,1089.0,5.1,31.0,9.0,307.0,371.0,633.0,3813.0,19.0,22.0,5.6,198.0,414.0,1743.0,7.0,4.2,90.0,112.0,1138.0,19.0,201.0,25.9,14.9,Own 25.8,2:30,5.59,27.6,1.29,428.0,5081.0,970.0,5.2,11.0,4.0,282.0,287.0,484.0,3123.0,29.0,7.0,6.1,158.0,454.0,1958.0,11.0,4.3,88.0,103.0,809.0,36.0,194.0,36.1,5.7,Own 28.9,2:26,5.2,26.1,1.91,31.0,11.0,,,26.0,9.0,20.0,,6.0,15.0,25.0,28.0,25.0,,22.0,20.0,28.0,15.0,,,,,,30.0,6.0,31.0,18.0,14.0,21.0,31.0,24.0,7.0,,,32.0,31.0,3.0,,1.0,3.0,21.0,32.0,13.0,,24.0,23.0,11.0,22.0,,,,,,11.0,32.0,22.0,10.0,3.0,5.0,22.0
 T,Rams,2014,2,348.0,4877.0,968.0,5.0,21.0,10.0,282.0,301.0,506.0,3125.0,22.0,11.0,5.8,165.0,426.0,1752.0,10.0,4.1,82.0,123.0,1009.0,35.0,184.0,31.5,11.4,Own 26.3,2:32,5.41,26.5,1.64,364.0,5520.0,1014.0,5.4,29.0,15.0,337.0,355.0,521.0,3874.0,21.0,14.0,6.7,203.0,440.0,1646.0,18.0,3.7,87.0,105.0,978.0,47.0,184.0,31.0,14.7,Own 26.8,2:41,5.6,30.0,1.78,21.0,30.0,,,10.0,16.0,26.0,,28.0,27.0,20.0,7.0,22.0,,17.0,19.0,23.0,18.0,,,,,,21.0,19.0,28.0,13.0,19.0,25.0,21.0,13.0,15.0,,,10.0,1.0,25.0,,6.0,19.0,7.0,20.0,24.0,,16.0,9.0,27.0,3.0,,,,,,24.0,8.0,9.0,28.0,19.0,21.0,16.0
QB,Jaguars,2014,3,247.0,4701.0,1020.0,4.6,27.0,6.0,271.0,349.0,592.0,3441.0,16.0,21.0,5.4,176.0,378.0,1260.0,7.0,3.3,71.0,96.0,797.0,24.0,195.0,23.6,13.8,Own 28.2,2:15,5.36,24.0,1.18,449.0,6070.0,1089.0,5.6,21.0,10.0,353.0,354.0,551.0,3962.0,29.0,11.0,6.8,200.0,507.0,2108.0,20.0,4.2,121.0,87.0,729.0,32.0,197.0,38.1,10.7,Own 28.0,2:39,5.7,30.7,2.14,32.0,31.0,,,19.0,2.0,31.0,,11.0,22.0,30.0,27.0,31.0,,28.0,31.0,28.0,31.0,,,,,,32.0,11.0,12.0,30.0,27.0,29.0,32.0,28.0,27.0,,,24.0,15.0,28.0,,14.0,25.0,21.0,26.0,26.0,,32.0,29.0,29.0,19.0,,,,,,7.0,23.0,16.0,24.0,22.0,23.0,25.0
WR,Bills,2014,4,339.0,5410.0,1116.0,4.8,27.0,12.0,301.0,299.0,522.0,3103.0,16.0,15.0,5.4,149.0,546.0,2307.0,15.0,4.2,113.0,110.0,954.0,39.0,214.0,29.9,12.1,Own 26.8,2:09,5.38,25.2,1.48,388.0,5334.0,1089.0,4.9,30.0,7.0,308.0,310.0,561.0,3271.0,28.0,23.0,5.3,170.0,471.0,2063.0,10.0,4.4,98.0,108.0,931.0,40.0,214.0,32.2,14.0,Own 31.2,2:23,5.3,24.7,1.68,22.0,19.0,,,19.0,27.0,22.0,,24.0,28.0,30.0,16.0,29.0,,1.0,2.0,10.0,14.0,,,,,,23.0,17.0,24.0,31.0,22.0,28.0,25.0,20.0,10.0,,,6.0,25.0,12.0,,16.0,4.0,20.0,2.0,3.0,,28.0,28.0,8.0,23.0,,,,,,20.0,9.0,30.0,7.0,5.0,2.0,12.0
